episode,top1,reward,total_macs,normalized_macs,normalized_nnz,ckpt_name,action_history,agent_action_history,performance
10,80.58,0.8058,28592768.0,70.0576754805506,65.2353670781407,adc_episode_010_0.7,"[0.3125, 0, 0.3125, 0.75, 0.09375, 0.3125, 0.640625, 0.1875, 0.328125]","[0.33551374230553155, 0.05298245057744422, 0.31614022833938293, 0.7760074835414478, 0.09778961918972251, 0.3128570489728182, 0.6472443050021645, 0.19488074617526707, 0.027393244286768703]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.6875, ""module.layer1.0.conv2"": 0.6875, ""module.layer1.1.conv1"": 1.0, ""module.layer1.1.conv2"": 1.0, ""module.layer1.2.conv1"": 0.6875, ""module.layer1.2.conv2"": 0.6875, ""module.layer2.0.conv1"": 0.25, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.25, ""module.layer2.1.conv1"": 0.90625, ""module.layer2.1.conv2"": 0.90625, ""module.layer2.2.conv1"": 0.6875, ""module.layer2.2.conv2"": 0.6875, ""module.layer3.0.conv1"": 0.359375, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.359375, ""module.layer3.1.conv1"": 0.8125, ""module.layer3.1.conv2"": 0.8125, ""module.layer3.2.conv1"": 0.671875, ""module.layer3.2.conv2"": 0.671875, ""module.fc"": 1.0}"
11,60.919999999999995,0.6092,20519552.0,50.276773309330636,46.57728427145473,adc_episode_011_0.7,"[0.625, 0.6875, 0.75, 0.09375, 0.09375, 0.375, 0.515625, 0.5, 0.8125]","[0.6540136543336909, 0.6922490835985389, 0.7942388382509136, 0.10584660280295932, 0.0988405567544518, 0.3770227257352975, 0.5185653485525997, 0.5123345100845412, 0.8169054940888155]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.375, ""module.layer1.0.conv2"": 0.375, ""module.layer1.1.conv1"": 0.3125, ""module.layer1.1.conv2"": 0.3125, ""module.layer1.2.conv1"": 0.25, ""module.layer1.2.conv2"": 0.25, ""module.layer2.0.conv1"": 0.90625, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.90625, ""module.layer2.1.conv1"": 0.90625, ""module.layer2.1.conv2"": 0.90625, ""module.layer2.2.conv1"": 0.625, ""module.layer2.2.conv2"": 0.625, ""module.layer3.0.conv1"": 0.484375, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.484375, ""module.layer3.1.conv1"": 0.5, ""module.layer3.1.conv2"": 0.5, ""module.layer3.2.conv1"": 0.1875, ""module.layer3.2.conv2"": 0.1875, ""module.fc"": 1.0}"
12,33.08,0.3308,23247488.0,56.96073112061044,48.756718445455085,adc_episode_012_0.7,"[0.125, 0, 0.875, 0.1875, 0.84375, 0.21875, 0.796875, 0.046875, 0.875]","[0.17339234093650646, 0.024019966998001685, 0.9157282904740831, 0.19474881704601343, 0.8449402557887288, 0.2476461423905285, 0.8079316518273651, 0.038598969937558625, 0.8829744273218249]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.875, ""module.layer1.0.conv2"": 0.875, ""module.layer1.1.conv1"": 1.0, ""module.layer1.1.conv2"": 1.0, ""module.layer1.2.conv1"": 0.125, ""module.layer1.2.conv2"": 0.125, ""module.layer2.0.conv1"": 0.8125, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.8125, ""module.layer2.1.conv1"": 0.15625, ""module.layer2.1.conv2"": 0.15625, ""module.layer2.2.conv1"": 0.78125, ""module.layer2.2.conv2"": 0.78125, ""module.layer3.0.conv1"": 0.203125, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.203125, ""module.layer3.1.conv1"": 0.953125, ""module.layer3.1.conv2"": 0.953125, ""module.layer3.2.conv1"": 0.125, ""module.layer3.2.conv2"": 0.125, ""module.fc"": 1.0}"
13,59.519999999999996,0.5952,28574336.0,70.01251360344736,56.517630382139274,adc_episode_013_0.7,"[0.1875, 0.3125, 0.0625, 0.625, 0.09375, 0.0625, 0.3125, 0.265625, 0.90625]","[0.20334947594546804, 0.3359793938025012, 0.07501533957984174, 0.6263253626590555, 0.11772827574908507, 0.08724903654592886, 0.3260581603621886, 0.24491534634018142, 0.10057651501689657]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.8125, ""module.layer1.0.conv2"": 0.8125, ""module.layer1.1.conv1"": 0.6875, ""module.layer1.1.conv2"": 0.6875, ""module.layer1.2.conv1"": 0.9375, ""module.layer1.2.conv2"": 0.9375, ""module.layer2.0.conv1"": 0.375, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.375, ""module.layer2.1.conv1"": 0.90625, ""module.layer2.1.conv2"": 0.90625, ""module.layer2.2.conv1"": 0.9375, ""module.layer2.2.conv2"": 0.9375, ""module.layer3.0.conv1"": 0.6875, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.6875, ""module.layer3.1.conv1"": 0.734375, ""module.layer3.1.conv2"": 0.734375, ""module.layer3.2.conv1"": 0.09375, ""module.layer3.2.conv2"": 0.09375, ""module.fc"": 1.0}"
14,35.22,0.3522,19542656.0,47.88319382285881,50.03248479121139,adc_episode_014_0.7,"[0.9375, 0, 0.125, 0.6875, 0.96875, 0.75, 0.21875, 0.171875, 0.875]","[0.9613334873633717, 0.010929042133010936, 0.17446133641541095, 0.7021862935846686, 0.9706055727430525, 0.759157684158874, 0.22923264224692008, 0.1826714654622018, 0.8785268001588852]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.0625, ""module.layer1.0.conv2"": 0.0625, ""module.layer1.1.conv1"": 1.0, ""module.layer1.1.conv2"": 1.0, ""module.layer1.2.conv1"": 0.875, ""module.layer1.2.conv2"": 0.875, ""module.layer2.0.conv1"": 0.3125, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.3125, ""module.layer2.1.conv1"": 0.03125, ""module.layer2.1.conv2"": 0.03125, ""module.layer2.2.conv1"": 0.25, ""module.layer2.2.conv2"": 0.25, ""module.layer3.0.conv1"": 0.78125, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.78125, ""module.layer3.1.conv1"": 0.828125, ""module.layer3.1.conv2"": 0.828125, ""module.layer3.2.conv1"": 0.125, ""module.layer3.2.conv2"": 0.125, ""module.fc"": 1.0}"
15,75.2,0.752,23063168.0,56.50911234957802,63.640659145945314,adc_episode_015_0.7,"[0.4375, 0.375, 0.75, 0.5, 0.03125, 0.875, 0.328125, 0.484375, 0.1875]","[0.4799256969846739, 0.38937047640650313, 0.790348135774584, 0.5067036692992378, 0.05159511134329309, 0.9005528887715313, 0.3428784600592575, 0.4908052211432221, 0.1882367475201121]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.5625, ""module.layer1.0.conv2"": 0.5625, ""module.layer1.1.conv1"": 0.625, ""module.layer1.1.conv2"": 0.625, ""module.layer1.2.conv1"": 0.25, ""module.layer1.2.conv2"": 0.25, ""module.layer2.0.conv1"": 0.5, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.5, ""module.layer2.1.conv1"": 0.96875, ""module.layer2.1.conv2"": 0.96875, ""module.layer2.2.conv1"": 0.125, ""module.layer2.2.conv2"": 0.125, ""module.layer3.0.conv1"": 0.671875, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.671875, ""module.layer3.1.conv1"": 0.515625, ""module.layer3.1.conv2"": 0.515625, ""module.layer3.2.conv1"": 0.8125, ""module.layer3.2.conv2"": 0.8125, ""module.fc"": 1.0}"
16,75.52,0.7552,25348736.0,62.10918511038002,55.295020967456146,adc_episode_016_0.7,"[0.0625, 0.5, 0.25, 0.59375, 0.5625, 0.15625, 0.671875, 0.171875, 0.625]","[0.07664901477237462, 0.5302468181003015, 0.27856219670077886, 0.5940900325217533, 0.5883738161723286, 0.16395453171682295, 0.6733710891238373, 0.18010920868529146, 0.640223522727355]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.9375, ""module.layer1.0.conv2"": 0.9375, ""module.layer1.1.conv1"": 0.5, ""module.layer1.1.conv2"": 0.5, ""module.layer1.2.conv1"": 0.75, ""module.layer1.2.conv2"": 0.75, ""module.layer2.0.conv1"": 0.40625, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.40625, ""module.layer2.1.conv1"": 0.4375, ""module.layer2.1.conv2"": 0.4375, ""module.layer2.2.conv1"": 0.84375, ""module.layer2.2.conv2"": 0.84375, ""module.layer3.0.conv1"": 0.328125, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.328125, ""module.layer3.1.conv1"": 0.828125, ""module.layer3.1.conv2"": 0.828125, ""module.layer3.2.conv1"": 0.375, ""module.layer3.2.conv2"": 0.375, ""module.fc"": 1.0}"
17,79.14,0.7914,22399616.0,54.883284773861305,62.20542200696947,adc_episode_017_0.7,"[0.3125, 0.6875, 0.5625, 0.03125, 0.78125, 0.59375, 0.546875, 0.34375, 0.1875]","[0.3341641743696133, 0.746560183274499, 0.569520629757732, 0.024484891835368727, 0.7995442985871908, 0.6132010965259652, 0.5622435320019054, 0.3533834477077996, 0.19329914865274112]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.6875, ""module.layer1.0.conv2"": 0.6875, ""module.layer1.1.conv1"": 0.3125, ""module.layer1.1.conv2"": 0.3125, ""module.layer1.2.conv1"": 0.4375, ""module.layer1.2.conv2"": 0.4375, ""module.layer2.0.conv1"": 0.96875, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.96875, ""module.layer2.1.conv1"": 0.21875, ""module.layer2.1.conv2"": 0.21875, ""module.layer2.2.conv1"": 0.40625, ""module.layer2.2.conv2"": 0.40625, ""module.layer3.0.conv1"": 0.453125, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.453125, ""module.layer3.1.conv1"": 0.65625, ""module.layer3.1.conv2"": 0.65625, ""module.layer3.2.conv1"": 0.8125, ""module.layer3.2.conv2"": 0.8125, ""module.fc"": 1.0}"
18,60.02000000000001,0.6002000000000001,20593280.0,50.4574208177436,59.76020317760321,adc_episode_018_0.7,"[0.625, 0.9375, 0.125, 0.34375, 0.59375, 0.78125, 0.640625, 0.390625, 0.09375]","[0.6303099239468702, 0.9654732534761147, 0.16568901345849119, 0.3666016411119041, 0.6240465615072847, 0.7858057550003661, 0.6482659294078692, 0.39835843161292306, 0.10193408615843491]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.375, ""module.layer1.0.conv2"": 0.375, ""module.layer1.1.conv1"": 0.0625, ""module.layer1.1.conv2"": 0.0625, ""module.layer1.2.conv1"": 0.875, ""module.layer1.2.conv2"": 0.875, ""module.layer2.0.conv1"": 0.65625, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.65625, ""module.layer2.1.conv1"": 0.40625, ""module.layer2.1.conv2"": 0.40625, ""module.layer2.2.conv1"": 0.21875, ""module.layer2.2.conv2"": 0.21875, ""module.layer3.0.conv1"": 0.359375, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.359375, ""module.layer3.1.conv1"": 0.609375, ""module.layer3.1.conv2"": 0.609375, ""module.layer3.2.conv1"": 0.90625, ""module.layer3.2.conv2"": 0.90625, ""module.fc"": 1.0}"
19,42.6,0.426,23431808.0,57.412349891642855,54.92292244994389,adc_episode_019_0.7,"[0.625, 0.375, 0.75, 0.5625, 0.0625, 0.03125, 0.828125, 0.75, 0.046875]","[0.6367214066689821, 0.39778475821695003, 0.8021756220094727, 0.593246369191237, 0.08255444228397502, 0.03908570480002482, 0.8316615804014907, 0.7651489005792829, 0.051071229644583105]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.375, ""module.layer1.0.conv2"": 0.375, ""module.layer1.1.conv1"": 0.625, ""module.layer1.1.conv2"": 0.625, ""module.layer1.2.conv1"": 0.25, ""module.layer1.2.conv2"": 0.25, ""module.layer2.0.conv1"": 0.4375, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.4375, ""module.layer2.1.conv1"": 0.9375, ""module.layer2.1.conv2"": 0.9375, ""module.layer2.2.conv1"": 0.96875, ""module.layer2.2.conv2"": 0.96875, ""module.layer3.0.conv1"": 0.171875, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.171875, ""module.layer3.1.conv1"": 0.25, ""module.layer3.1.conv2"": 0.25, ""module.layer3.2.conv1"": 0.953125, ""module.layer3.2.conv2"": 0.953125, ""module.fc"": 1.0}"
20,58.379999999999995,0.5838,18492032.0,45.30896682797402,51.467721930187224,adc_episode_020_0.7,"[0.0625, 0.875, 0.6875, 0.65625, 0.875, 0.53125, 0.359375, 0.671875, 0.265625]","[0.0733864158985097, 0.8854675363603006, 0.7275398186712567, 0.6710620919900209, 0.8844317703309285, 0.5374262158384348, 0.36951310654856273, 0.6861019358587135, 0.27151846219887765]","{""module.conv1"": 1.0, ""module.layer1.0.conv1"": 0.9375, ""module.layer1.0.conv2"": 0.9375, ""module.layer1.1.conv1"": 0.125, ""module.layer1.1.conv2"": 0.125, ""module.layer1.2.conv1"": 0.3125, ""module.layer1.2.conv2"": 0.3125, ""module.layer2.0.conv1"": 0.34375, ""module.layer2.0.downsample.0"": 1.0, ""module.layer2.0.conv2"": 0.34375, ""module.layer2.1.conv1"": 0.125, ""module.layer2.1.conv2"": 0.125, ""module.layer2.2.conv1"": 0.46875, ""module.layer2.2.conv2"": 0.46875, ""module.layer3.0.conv1"": 0.640625, ""module.layer3.0.downsample.0"": 1.0, ""module.layer3.0.conv2"": 0.640625, ""module.layer3.1.conv1"": 0.328125, ""module.layer3.1.conv2"": 0.328125, ""module.layer3.2.conv1"": 0.734375, ""module.layer3.2.conv2"": 0.734375, ""module.fc"": 1.0}"
